MOF_name,Load [molecules/UC],Load [mol/kg framework],Enthalpy_Ads [KJ/mol],Host_Ads_vdW [K],Host_Ads_Coul [K],Ads_Ads_vdW [K],Ads_Ads_Coul [K],Ave_Heat_Cap [J/mol/K],Total_E [K],Ave_Dens [kg/m3],Fugacity [Pa],Molecule
OPT_edq_sym_3_on_1_sym_7_mc_4_1B_4CN_ntn_edge,46.5680000000,3.3705710473,-20.29740,-169600.650368,0.00000,-34889.554435,0.00000,6155.21302,-69692.17931,198.62072,98295.62964388793625,23-dmb_433K_1Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_ntn_edge_1B_2Br,103.6668000000,1.5864263496,-41.14856,-621611.617741,0.00000,-83177.499459,0.00000,11367.72060,-397373.40174,172.36184,98295.62964388793625,23-dmb_433K_1Bar
OPT_edq_sym_3_on_1_sym_7_mc_4_ntn_edge_ntn_edge,117.4336000000,2.7378311556,-40.41690,-638953.338730,0.00000,-94088.358210,0.00000,8747.21374,-393946.02849,251.53303,98295.62964388793625,23-dmb_433K_1Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_1B_2OH_1B_2OH,74.6116000000,6.3358079641,-9.83888,-223203.658871,0.00000,-64771.510193,0.00000,8300.92465,-73376.66863,223.41567,98295.62964388793625,23-dmb_433K_1Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_2B_2CF3_2B_2CF3,59.0994000000,1.9224605626,-4.73201,-167526.165661,0.00000,-16620.165799,0.00000,5309.93625,-15054.48631,60.99320,98295.62964388793625,23-dmb_433K_1Bar
OPT_edq_sym_3_on_2_sym_7_mc_4_ntn_edge_1B_2CF3,82.8926000000,1.3223742125,-32.87256,-498775.404576,0.00000,-60197.423608,0.00000,7231.83532,-322100.17324,130.35985,98295.62964388793625,23-dmb_433K_1Bar
OPT_eea_sym_6_mc_3_sym_3_on_2_1B_2Br,68.5346000000,3.6344902456,-9.99059,-218570.216418,0.00000,-50974.371159,0.00000,6854.98780,-72276.78726,199.77360,98295.62964388793625,23-dmb_433K_1Bar
OPT_fcu_sym_12_mc_11_1B_2Br,35.3996000000,0.4237146849,-32.32022,-240873.703907,0.00000,-1585.445121,0.00000,2305.91529,-139311.57256,68.69816,98295.62964388793625,23-dmb_433K_1Bar
OPT_fcu_sym_12_mc_11_2B_2CF3,17.4544000000,1.1628236383,-28.80483,-94628.762262,0.00000,-8227.691719,0.00000,1831.55578,-52375.51989,127.23542,98295.62964388793625,23-dmb_433K_1Bar
OPT_flu_sym_8_mc_9_1AN_C_1B_2NO2,34.2928000000,0.8490711587,-30.93675,-170196.379383,0.00000,-12229.814900,0.00000,4352.07641,-83323.84310,99.54873,98295.62964388793625,23-dmb_433K_1Bar
OPT_flu_sym_8_mc_9_1AN_C_2B_2OH,53.7802000000,4.5964771851,-14.24853,-161985.205086,0.00000,-44923.443278,0.00000,7335.00493,-51743.01578,220.31820,98295.62964388793625,23-dmb_433K_1Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_1B_2F_ntn_edge,217.0140000000,5.3310390470,-35.72617,-948362.596196,0.00000,-268262.825202,0.00000,28623.86718,-594474.73636,337.63705,98295.62964388793625,23-dmb_433K_1Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_1B_4CN_1B_4CN,44.4508000000,3.7024443210,-8.92554,-125375.818677,0.00000,-23148.005067,0.00000,4239.17811,-21254.99903,138.74541,98295.62964388793625,23-dmb_433K_1Bar
OPT_fog_sym_5_mc_2_sym_3_on_2_2B_4H_2B_4H,23.2080000000,2.1236379109,2.85151,-45241.341606,0.00000,-2594.131065,0.00000,2662.74565,18737.61339,23.59048,98295.62964388793625,23-dmb_433K_1Bar
OPT_fsc_sym_6_mc_3_sym_5_on_11_1B_2CH3_1B_2CH3,65.7816000000,6.5225457656,-30.12564,-252183.935485,0.00000,-75051.816677,0.00000,7490.45729,-138968.11302,306.91190,98295.62964388793625,23-dmb_433K_1Bar
OPT_fsc_sym_6_mc_3_sym_5_on_11_2B_2Br_2B_2Br,47.9290000000,3.8918767612,-9.84405,-254969.901049,0.00000,-66420.392409,0.00000,12755.50611,-46049.71006,184.84758,98295.62964388793625,23-dmb_433K_1Bar
OPT_fsc_sym_6_mc_3_sym_5_on_11_2B_4F_2B_4F,17.6624000000,1.9885689322,-2.16789,-85512.245825,0.00000,-9300.173241,0.00000,3030.45301,6523.81442,67.69519,98295.62964388793625,23-dmb_433K_1Bar
OPT_ftw_sym_12_mc_11_sym_5_on_11_1B_4Br,67.5594000000,1.2987628613,-40.75101,-423177.121940,0.00000,-45227.537236,0.00000,8426.49435,-272809.58918,192.61081,98295.62964388793625,23-dmb_433K_1Bar
OPT_ftw_sym_12_mc_11_sym_5_on_11_2B_2SH,29.2345000000,5.6573124151,-26.79348,-859533.377095,0.00000,-259552.823662,0.00000,36011.99419,-447054.29361,284.17333,98295.62964388793625,23-dmb_433K_1Bar
OPT_hwx_sym_3_on_1_sym_7_mc_4_1B_2NH2,77.9718000000,7.9310400220,-25.26548,-251816.373471,0.00000,-93368.476121,0.00000,10407.24207,-121541.02745,318.23100,98295.62964388793625,23-dmb_433K_1Bar
OPT_hwx_sym_3_on_1_sym_7_mc_4_2B_2F,31.5666000000,2.0370017141,-1.09914,-75094.452755,0.00000,-6148.138757,0.00000,2744.86337,9111.25451,46.58283,98295.62964388793625,23-dmb_433K_1Bar
OPT_hwx_sym_3_on_2_sym_7_mc_4_1B_2OH,68.3016000000,6.9142848121,-16.43804,-207716.011716,0.00000,-68581.183899,0.00000,7622.88980,-80634.06180,271.06581,98295.62964388793625,23-dmb_433K_1Bar
OPT_hwx_sym_3_on_2_sym_7_mc_4_2B_4F,27.1124000000,1.4342648172,-0.48474,-62955.391549,0.00000,-4531.111406,0.00000,2655.74674,10352.52088,39.81271,98295.62964388793625,23-dmb_433K_1Bar
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_2F_ntn_edge,127.5604000000,5.5387107001,-33.84081,-523775.394893,0.00000,-136795.983068,0.00000,19380.14478,-295324.36223,307.26776,98295.62964388793625,23-dmb_433K_1Bar
OPT_ibe_sym_6_mc_3_sym_3_on_2_1B_4CN_1B_4CN,154.9484000000,4.6381458322,-22.09041,-571214.326393,0.00000,-135771.835838,0.00000,19481.98196,-262899.06406,242.76955,98295.62964388793625,23-dmb_433K_1Bar
OPT_ibe_sym_6_mc_3_sym_3_on_2_ntn_edge_1B_2OH,48.7900000000,3.2820783348,-36.84902,-284663.733698,0.00000,-42328.306196,0.00000,4970.17216,-186792.45668,268.53705,98295.62964388793625,23-dmb_433K_1Bar
OPT_kkm_sym_6_mc_3_sym_3_on_2_1B_2CN_ntn_edge,54.0858000000,3.3969212862,-37.18964,-539247.949101,0.00000,-89685.650373,0.00000,9715.04731,-317075.85471,248.84895,98295.62964388793625,23-dmb_433K_1Bar
OPT_kkm_sym_6_mc_3_sym_3_on_2_1B_4F_ntn_edge,54.8924000000,3.2336701473,-27.62891,-498148.677017,0.00000,-91843.966169,0.00000,11612.05510,-274580.36714,252.87960,98295.62964388793625,23-dmb_433K_1Bar
OPT_kkm_sym_6_mc_3_sym_3_on_2_2B_4CN_2B_4CN,26.9626000000,1.5305832527,-3.31010,-70645.657924,0.00000,-6216.160033,0.00000,2630.75729,188.50836,54.79721,98295.62964388793625,23-dmb_433K_1Bar
OPT_kkm_sym_6_mc_3_sym_3_on_2_ntn_edge_1B_4F,84.5760000000,3.1506787177,-29.11064,-365132.168673,0.00000,-76477.781842,0.00000,10538.49757,-198481.77228,256.98528,98295.62964388793625,23-dmb_433K_1Bar
OPT_lil_sym_5_mc_2_sym_3_on_2_1B_2F_ntn_edge,44.0184000000,6.1027146599,-10.50851,-115000.284696,0.00000,-34137.077386,0.00000,5579.69048,-22421.06563,203.02147,98295.62964388793625,23-dmb_433K_1Bar
OPT_lil_sym_5_mc_2_sym_3_on_2_1B_4F_1B_4F,28.6182000000,2.9970545858,-4.39814,-77208.631923,0.00000,-10990.923198,0.00000,2152.11793,-6933.74273,103.60148,98295.62964388793625,23-dmb_433K_1Bar
OPT_lil_sym_5_mc_2_sym_3_on_2_2B_2NO2_2B_2NO2,9.6680000000,1.1432112252,1.57929,-20157.731649,0.00000,-1028.390749,0.00000,1161.45668,6790.47441,23.15812,98295.62964388793625,23-dmb_433K_1Bar
OPT_lil_sym_5_mc_2_sym_3_on_2_ntn_edge_1B_2OH,65.5772000000,4.8670732682,-36.27695,-311664.089154,0.00000,-70775.004697,0.00000,6218.54599,-193641.91657,316.43526,98295.62964388793625,23-dmb_433K_1Bar
OPT_lim_sym_5_mc_2_sym_3_on_2_1B_2SH_ntn_edge,16.0652000000,0.6600048302,-36.09904,-119434.877222,0.00000,-8173.790860,0.00000,1315.33584,-81152.05331,72.42243,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_1B_2NH2_1B_2NH2,36.9442000000,8.4817486735,-15.66516,-100769.602010,0.00000,-34651.707280,0.00000,4813.33858,-30505.44967,255.02892,98295.62964388793625,23-dmb_433K_1Bar
OPT_lnj_sym_3_on_1_sym_7_mc_4_1B_4CN_ntn_edge,78.8052000000,5.0228588391,-27.00417,-302212.937426,0.00000,-75923.730089,0.00000,10945.94921,-152635.95700,268.75979,98295.62964388793625,23-dmb_433K_1Bar
